sedol,fqenddt,next_trading_date
491603,2018-12-31,2019-02-21
491603,2019-03-31,2019-05-06
491603,2019-06-30,2019-08-01
491603,2019-09-30,2019-11-01
491603,2019-12-31,2020-02-21
502131,2013-09-30,2015-03-19
505125,2012-09-30,2012-10-26
505125,2012-12-31,2013-02-01
505125,2013-03-31,2013-04-26
505125,2013-06-30,2013-08-07
505125,2013-09-30,2013-10-25
505125,2013-12-31,2014-01-31
505125,2014-12-31,2015-02-04
505125,2015-03-31,2015-04-29
505125,2015-12-31,2016-02-03
505125,2016-03-31,2016-04-28
505125,2016-06-30,2016-07-27
505125,2016-12-31,2017-02-01
505125,2017-06-30,2017-07-26
505125,2018-03-31,2018-04-27
505125,2018-06-30,2018-07-25
505125,2018-09-30,2018-10-25
505125,2019-03-31,2019-04-29
505125,2019-06-30,2019-07-24
505125,2019-09-30,2019-10-25
505125,2019-12-31,2020-01-31
506921,2018-09-30,2018-11-14
507143,2012-09-30,2012-11-02
507143,2012-12-31,2013-02-08
507143,2016-06-30,2016-08-05
507143,2016-09-30,2016-11-03
507143,2016-12-31,2017-02-03
507143,2017-03-31,2017-05-05
507143,2017-06-30,2017-08-04
507143,2017-09-30,2017-11-02
507143,2019-06-30,2019-08-02
507143,2019-09-30,2019-11-01
507267,2012-09-30,2012-10-24
507267,2012-12-31,2013-02-06
507267,2013-03-31,2013-04-24
507267,2013-06-30,2013-07-22
507267,2013-09-30,2013-10-23
507267,2013-12-31,2014-02-06
507267,2014-06-30,2014-07-22
507267,2014-12-31,2015-02-05
507267,2015-03-31,2015-04-23
507267,2015-06-30,2015-07-22
507267,2015-09-30,2015-10-26
507267,2015-12-31,2016-02-05
507267,2016-03-31,2016-04-29
507267,2016-06-30,2016-07-22
507267,2016-09-30,2016-10-26
507267,2016-12-31,2017-02-06
507267,2017-06-30,2017-07-27
507267,2017-09-30,2017-10-26
507267,2017-12-31,2018-02-12
507267,2019-03-31,2019-04-26
507267,2019-06-30,2019-07-22
507267,2019-09-30,2019-10-30
507267,2019-12-31,2020-01-31
507503,2012-12-31,2013-03-01
507503,2013-06-30,2013-08-22
507503,2013-12-31,2014-02-28
507503,2014-06-30,2014-08-21
507503,2014-12-31,2015-02-27
507503,2015-06-30,2015-08-20
507503,2015-12-31,2016-02-26
507503,2016-06-30,2016-08-18
507503,2016-12-31,2017-02-22
507503,2017-06-30,2017-08-17
507503,2017-12-31,2018-02-26
507503,2018-06-30,2018-08-16
507503,2018-12-31,2019-02-22
507503,2019-06-30,2019-08-22
507794,2012-09-30,2012-11-14
507794,2012-12-31,2013-03-27
507794,2013-03-31,2013-05-15
507794,2013-06-30,2013-08-02
507794,2013-09-30,2013-11-13
507794,2013-12-31,2014-03-27
507794,2014-03-31,2014-05-14
507794,2014-06-30,2014-07-31
507794,2014-09-30,2014-11-13
507794,2014-12-31,2015-03-25
507794,2015-03-31,2015-05-13
507794,2015-06-30,2015-07-31
507794,2015-09-30,2015-11-11
507794,2015-12-31,2016-03-23
507794,2016-03-31,2016-05-11
507794,2016-06-30,2016-08-01
507794,2016-09-30,2016-11-09
507794,2016-12-31,2017-04-20
507794,2017-03-31,2017-05-10
507794,2017-06-30,2017-09-27
507794,2017-09-30,2017-11-08
507794,2017-12-31,2018-04-25
507794,2018-03-31,2018-05-16
507794,2018-06-30,2018-07-30
507794,2018-09-30,2018-11-14
507794,2018-12-31,2019-03-13
507794,2019-03-31,2019-05-15
507794,2019-06-30,2019-10-02
507794,2019-09-30,2019-11-13
509680,2014-03-31,2014-05-09
509680,2014-06-30,2014-08-22
509680,2014-09-30,2014-11-21
509680,2014-12-31,2015-03-02
509680,2015-03-31,2015-05-06
511738,2018-09-30,2018-11-14
511738,2019-03-31,2019-05-09
511738,2019-06-30,2019-08-15
511738,2019-09-30,2019-11-14
511738,2019-12-31,2020-02-14
511990,2016-03-31,2016-05-13
511990,2016-06-30,2016-08-05
511990,2017-03-31,2017-05-12
511990,2017-06-30,2017-08-04
511990,2018-06-30,2018-08-10
511990,2018-09-30,2018-11-09
511990,2018-12-31,2019-03-01
511990,2019-03-31,2019-05-20
511990,2019-06-30,2019-07-23
511990,2019-09-30,2019-11-08
511990,2019-12-31,2020-02-28
514282,2014-12-31,2015-04-01
514282,2015-03-31,2015-05-27
514282,2016-12-31,2017-03-30
514282,2017-06-30,2017-09-13
514282,2017-12-31,2018-03-27
516140,2012-09-30,2012-11-08
516140,2013-03-31,2013-05-15
516140,2015-06-30,2015-08-07
516140,2015-12-31,2016-02-15
516529,2012-09-30,2012-10-26
516529,2012-12-31,2013-03-07
516529,2017-06-30,2017-07-26
516529,2018-06-30,2018-07-25
516529,2018-09-30,2018-11-01
516529,2018-12-31,2019-02-22
516921,2013-12-31,2014-03-13
516921,2015-06-30,2015-07-31
517617,2013-09-30,2013-10-24
517617,2013-12-31,2014-03-07
517617,2017-12-31,2018-02-22
518228,2012-12-31,2013-05-01
518228,2013-03-31,2013-05-30
518228,2014-03-31,2014-05-16
518228,2014-06-30,2014-08-08
518228,2014-09-30,2014-11-17
518228,2014-12-31,2015-05-13
518228,2015-06-30,2015-10-02
518228,2015-09-30,2015-11-11
518228,2016-09-30,2016-11-09
518228,2016-12-31,2017-04-28
518228,2017-06-30,2017-07-28
518600,2019-06-30,2019-08-15
518600,2019-09-30,2019-10-31
521126,2018-03-31,2018-04-26
521126,2018-06-30,2018-07-16
522157,2015-03-31,2015-05-01
522157,2015-06-30,2015-08-19
522249,2014-09-30,2014-10-31
522249,2014-12-31,2015-02-13
522249,2015-03-31,2015-05-07
522249,2015-06-30,2015-08-07
522249,2015-09-30,2015-10-30
522249,2015-12-31,2016-02-12
522249,2016-03-31,2016-05-05
522249,2016-06-30,2016-08-11
522249,2016-09-30,2016-10-28
522865,2018-09-30,2018-10-24
522865,2019-06-30,2019-07-24
522865,2019-09-30,2019-10-23
523267,2015-09-30,2015-10-30
523267,2017-03-31,2017-05-04
523267,2017-06-30,2017-07-26
523267,2017-09-30,2017-10-30
523267,2018-06-30,2018-07-26
523267,2018-09-30,2018-10-25
523267,2018-12-31,2019-02-14
523267,2019-09-30,2019-10-28
525064,2014-12-31,2015-02-20
525064,2016-12-31,2017-02-17
525064,2017-06-30,2017-09-01
525606,2014-06-30,2014-08-04
525620,2013-09-30,2013-11-11
525620,2013-12-31,2014-03-14
525620,2014-03-31,2014-05-14
525620,2014-06-30,2014-08-01
525620,2014-09-30,2014-11-14
525620,2014-12-31,2015-03-13
525620,2015-03-31,2015-05-13
525620,2015-06-30,2015-08-03
525620,2015-09-30,2015-11-13
525620,2015-12-31,2016-03-14
525620,2016-03-31,2016-05-16
525620,2016-06-30,2016-08-01
525824,2016-12-31,2017-03-03
525824,2017-03-31,2017-04-28
525824,2017-06-30,2017-07-27
525824,2017-09-30,2017-11-10
525824,2017-12-31,2018-03-02
525824,2018-03-31,2018-04-27
525824,2018-06-30,2018-07-27
525824,2018-09-30,2018-11-09
525824,2018-12-31,2019-03-01
525824,2019-03-31,2019-05-03
525824,2019-06-30,2019-07-26
525824,2019-09-30,2019-11-08
525824,2019-12-31,2020-02-27
526284,2015-09-30,2015-10-22
526284,2015-12-31,2016-02-05
526284,2016-03-31,2016-04-22
526284,2016-06-30,2016-07-14
526284,2016-09-30,2016-10-21
526284,2017-03-31,2017-04-21
526284,2017-06-30,2017-07-17
526284,2017-09-30,2017-10-20
526284,2017-12-31,2018-02-08
526284,2018-03-31,2018-04-27
526284,2018-06-30,2018-07-16
526284,2018-09-30,2018-10-25
526284,2018-12-31,2019-02-08
526284,2019-03-31,2019-04-26
526284,2019-06-30,2019-07-18
526284,2019-09-30,2019-10-25
526284,2019-12-31,2020-02-07
526325,2012-09-30,2012-11-13
526325,2012-12-31,2013-03-04
526325,2013-03-31,2013-05-16
526325,2013-06-30,2013-08-15
526325,2013-09-30,2013-11-15
526325,2013-12-31,2014-03-03
526325,2014-03-31,2014-05-15
526325,2014-06-30,2014-08-15
526325,2014-09-30,2014-11-13
526325,2016-03-31,2016-05-17
526325,2016-06-30,2016-08-18
526325,2016-09-30,2016-11-10
526325,2016-12-31,2017-03-17
526325,2018-06-30,2018-08-17
526325,2018-09-30,2018-11-15
526325,2018-12-31,2019-03-18
526325,2019-09-30,2019-11-21
528748,2015-03-31,2015-05-06
528748,2016-03-31,2016-05-04
528748,2016-06-30,2016-08-03
528748,2016-09-30,2016-11-03
528748,2019-03-31,2019-05-01
528748,2019-06-30,2019-07-31
528748,2019-12-31,2020-03-20
529878,2017-12-31,2018-02-01
529878,2018-03-31,2018-04-26
529878,2018-06-30,2018-08-02
529878,2018-09-30,2018-10-25
529878,2018-12-31,2019-02-14
529878,2019-03-31,2019-04-26
529878,2019-06-30,2019-08-01
529878,2019-09-30,2019-10-24
529878,2019-12-31,2020-02-13
532959,2017-06-30,2017-09-01
533004,2012-09-30,2012-10-26
533004,2013-03-31,2013-04-26
533709,2017-12-31,2018-03-09
533709,2018-03-31,2018-05-16
533709,2018-06-30,2018-08-06
533709,2018-09-30,2018-11-15
533709,2018-12-31,2019-03-08
533709,2019-03-31,2019-05-01
534410,2016-12-31,2017-02-16
534410,2017-03-31,2017-05-05
534410,2017-06-30,2017-07-14
534410,2017-09-30,2017-10-26
534410,2017-12-31,2018-02-12
534410,2018-03-31,2018-04-27
534410,2018-06-30,2018-07-12
534410,2018-09-30,2018-10-25
534410,2018-12-31,2019-02-11
534859,2018-12-31,2019-03-01
534859,2019-03-31,2019-05-29
534859,2019-06-30,2019-08-30
534859,2019-09-30,2019-11-29
534859,2019-12-31,2020-02-28
536722,2015-09-30,2015-11-16
536722,2015-12-31,2016-02-11
536722,2018-03-31,2018-06-13
536722,2018-06-30,2018-08-08
536722,2018-09-30,2018-11-09
536722,2018-12-31,2019-02-08
545717,2015-03-31,2015-05-08
545717,2015-06-30,2015-08-07
546239,2014-09-30,2014-10-30
546239,2014-12-31,2015-02-16
546239,2015-03-31,2015-04-30
546239,2015-06-30,2015-08-13
546239,2015-09-30,2015-10-29
546239,2015-12-31,2016-02-19
546239,2016-03-31,2016-04-29
546239,2016-06-30,2016-08-15
546239,2016-09-30,2016-10-31
546239,2017-03-31,2017-05-01
546239,2017-12-31,2018-02-15
546239,2018-03-31,2018-04-30
546239,2018-06-30,2018-08-17
546239,2018-12-31,2019-02-15
546239,2019-03-31,2019-05-01
546535,2015-12-31,2016-02-29
546535,2016-03-31,2016-05-16
546535,2016-12-31,2017-03-01
546535,2017-06-30,2017-08-11
546535,2017-09-30,2017-11-09
546535,2018-12-31,2019-02-06
546535,2019-06-30,2019-08-13
546535,2019-09-30,2019-11-14
546535,2019-12-31,2020-03-17
546955,2013-03-31,2013-04-26
546955,2013-06-30,2013-07-22
546955,2017-09-30,2017-10-25
546955,2018-06-30,2018-07-23
546955,2018-09-30,2018-10-24
546955,2018-12-31,2019-02-18
546955,2019-03-31,2019-04-29
546955,2019-06-30,2019-07-22
546955,2019-09-30,2019-10-23
547256,2015-12-31,2016-02-05
547256,2016-03-31,2016-05-05
547311,2016-09-30,2016-11-11
547311,2016-12-31,2017-02-10
547311,2017-03-31,2017-05-11
547311,2017-09-30,2017-11-09
547311,2018-03-31,2018-05-11
547311,2018-12-31,2019-02-27
547311,2019-06-30,2019-08-08
547311,2019-09-30,2019-11-07
547400,2012-09-30,2012-10-19
547400,2012-12-31,2013-01-21
547400,2013-03-31,2013-04-30
547400,2013-06-30,2013-07-26
547400,2014-09-30,2014-11-12
547400,2014-12-31,2015-01-28
547400,2016-03-31,2016-04-22
547400,2016-06-30,2016-07-22
547400,2016-09-30,2016-10-21
548552,2016-12-31,2017-02-14
548552,2017-03-31,2017-05-16
548552,2017-09-30,2017-12-14
548552,2019-06-30,2019-08-09
548552,2019-09-30,2019-12-12
549196,2019-06-30,2019-08-29
549196,2019-12-31,2020-03-20
549433,2014-09-30,2014-11-17
549433,2014-12-31,2015-03-17
549433,2015-03-31,2015-05-13
549433,2015-06-30,2015-09-17
549913,2012-09-30,2012-11-09
549913,2012-12-31,2013-03-15
549913,2013-03-31,2013-05-08
549913,2013-06-30,2013-08-01
549913,2013-09-30,2013-11-08
549913,2014-03-31,2014-05-16
549913,2014-06-30,2014-08-01
549913,2014-09-30,2014-11-07
549913,2015-12-31,2016-04-07
549913,2016-03-31,2016-05-13
549913,2018-03-31,2018-05-11
549913,2018-06-30,2018-08-01
549913,2018-09-30,2018-11-14
549913,2018-12-31,2019-04-04
549913,2019-03-31,2019-05-16
549913,2019-06-30,2019-08-05
549913,2019-09-30,2019-11-14
552388,2016-09-30,2016-10-27
552388,2016-12-31,2017-03-03
552388,2017-03-31,2017-04-28
552388,2017-06-30,2017-07-21
552388,2017-09-30,2017-10-26
552388,2017-12-31,2018-02-23
554197,2013-06-30,2013-07-23
554197,2013-12-31,2014-02-28
554197,2014-06-30,2014-07-25
554197,2014-12-31,2015-02-05
554197,2015-06-30,2015-07-27
554197,2015-12-31,2016-02-05
554567,2019-06-30,2019-08-09
554567,2019-09-30,2019-11-08
555255,2015-12-31,2016-02-16
555255,2016-12-31,2017-02-15
555255,2017-03-31,2017-04-27
555255,2017-12-31,2018-02-21
555255,2018-03-31,2018-04-26
555255,2018-06-30,2018-07-25
555255,2018-09-30,2018-10-25
555255,2018-12-31,2019-02-21
555255,2019-03-31,2019-04-30
555299,2013-12-31,2014-03-06
555299,2014-12-31,2015-03-05
555299,2015-03-31,2015-04-30
555299,2015-06-30,2015-09-10
555299,2015-09-30,2015-11-05
555299,2015-12-31,2016-03-11
555299,2016-03-31,2016-05-05
555299,2016-06-30,2016-08-04
555299,2016-09-30,2016-11-04
555299,2016-12-31,2017-03-17
555299,2017-09-30,2017-11-10
555299,2018-06-30,2018-09-07
555299,2018-12-31,2019-03-15
555299,2019-03-31,2019-05-03
555299,2019-06-30,2019-09-27
555404,2012-12-31,2013-02-11
555404,2013-03-31,2013-05-08
555404,2013-06-30,2013-08-08
555404,2013-09-30,2013-11-08
555404,2013-12-31,2014-02-11
555404,2014-03-31,2014-05-06
555404,2014-06-30,2014-08-06
555404,2014-09-30,2014-11-05
555404,2014-12-31,2015-02-06
555404,2015-12-31,2016-02-10
555404,2016-03-31,2016-05-05
555404,2017-03-31,2017-05-04
555404,2017-06-30,2017-07-31
555404,2017-09-30,2017-10-23
555404,2017-12-31,2018-02-01
555404,2018-03-31,2018-05-03
555404,2018-06-30,2018-07-30
555404,2018-09-30,2018-10-29
555404,2018-12-31,2019-02-08
555404,2019-03-31,2019-05-07
555404,2019-06-30,2019-08-01
555820,2017-09-30,2017-11-09
555820,2017-12-31,2018-03-23
555820,2018-06-30,2018-08-02
555820,2018-09-30,2018-11-08
555820,2018-12-31,2019-03-22
555820,2019-03-31,2019-05-06
555820,2019-06-30,2019-08-02
555820,2019-09-30,2019-11-08
555820,2019-12-31,2020-03-20
557910,2012-09-30,2012-11-14
557910,2012-12-31,2013-03-01
557910,2013-03-31,2013-05-14
557910,2013-06-30,2013-07-31
557910,2013-09-30,2013-11-13
557910,2013-12-31,2014-02-28
557910,2014-03-31,2014-05-15
557910,2014-06-30,2014-07-31
557910,2014-09-30,2014-11-07
557910,2014-12-31,2015-02-27
557910,2015-03-31,2015-05-11
557910,2015-06-30,2015-07-30
557910,2015-09-30,2015-11-02
557910,2015-12-31,2016-03-01
557910,2017-09-30,2017-11-09
557910,2017-12-31,2018-02-28
557910,2018-03-31,2018-05-14
557910,2018-06-30,2018-07-27
557910,2018-09-30,2018-11-19
557910,2018-12-31,2019-03-04
557910,2019-03-31,2019-05-10
557910,2019-06-30,2019-07-30
560891,2015-12-31,2016-02-24
560891,2019-06-30,2019-09-20
561709,2012-07-31,2012-09-07
561709,2013-01-31,2013-03-27
561709,2013-07-31,2013-09-06
561709,2014-01-31,2014-03-26
561709,2014-07-31,2014-10-02
561709,2015-01-31,2015-04-01
561709,2015-07-31,2015-09-30
561709,2016-01-31,2016-03-30
561709,2016-07-31,2016-09-30
561709,2017-01-31,2017-03-29
561709,2017-07-31,2017-09-27
561709,2018-01-31,2018-03-27
561709,2018-07-31,2018-09-27
561709,2019-01-31,2019-03-27
561709,2019-07-31,2019-09-25
563361,2012-12-31,2013-02-20
563361,2014-06-30,2014-09-15
563361,2015-06-30,2015-08-07
563361,2015-12-31,2016-03-01
563361,2016-06-30,2016-07-29
563361,2018-06-30,2018-07-30
564156,2012-06-30,2012-08-31
564156,2012-12-31,2013-03-08
564156,2013-06-30,2013-08-30
564156,2014-12-31,2015-03-06
564156,2015-06-30,2015-08-03
564156,2017-06-30,2017-08-31
564156,2017-12-31,2018-03-01
564156,2018-06-30,2018-07-27
564156,2018-12-31,2019-01-23
564156,2019-06-30,2019-07-26
565348,2017-03-31,2017-04-26
565348,2017-06-30,2017-07-21
565478,2012-12-31,2013-02-22
565478,2013-06-30,2013-08-02
565478,2015-06-30,2015-07-30
565478,2018-12-31,2019-02-22
565478,2019-06-30,2019-07-26
566629,2016-12-31,2017-02-15
566629,2019-03-31,2019-05-16
566629,2019-06-30,2019-08-14
566935,2014-09-30,2014-11-07
566935,2014-12-31,2015-03-02
566935,2015-06-30,2015-07-31
566935,2015-09-30,2015-11-13
566935,2015-12-31,2016-02-26
566935,2016-09-30,2016-11-04
566935,2016-12-31,2017-02-24
567208,2016-03-31,2016-05-13
567208,2016-06-30,2016-07-29
567208,2016-09-30,2016-11-10
568743,2012-11-30,2013-01-31
568743,2013-02-28,2013-03-22
568743,2016-05-31,2016-06-23
568743,2016-08-31,2016-10-03
568743,2016-11-30,2017-02-01
568743,2017-02-28,2017-03-31
568743,2017-05-31,2017-06-30
568743,2017-08-31,2017-09-29
568743,2017-11-30,2018-02-01
568743,2018-02-28,2018-03-28
568743,2018-05-31,2018-06-29
568743,2018-08-31,2018-09-28
568743,2018-11-30,2019-02-01
568743,2019-02-28,2019-04-01
568743,2019-05-31,2019-06-28
568743,2019-08-31,2019-10-04
568743,2019-11-30,2020-01-31
568905,2012-09-30,2012-11-15
568905,2013-12-31,2014-03-13
568905,2019-09-30,2019-11-07
569253,2016-03-31,2016-04-22
569253,2016-09-30,2016-10-26
569496,2014-06-30,2014-08-04
570047,2016-03-31,2016-04-15
570047,2016-06-30,2016-07-13
570047,2016-09-30,2016-11-25
570047,2016-12-31,2017-01-18
570047,2017-03-31,2017-05-31
570047,2017-06-30,2017-07-13
570047,2017-09-30,2017-11-23
570047,2017-12-31,2018-01-17
570151,2012-12-31,2013-02-07
570151,2013-03-31,2013-04-22
570151,2015-06-30,2015-07-17
570151,2015-09-30,2015-10-19
570151,2015-12-31,2016-02-01
570151,2016-03-31,2016-04-18
570151,2016-06-30,2016-07-18
570151,2016-09-30,2016-10-20
570151,2016-12-31,2017-01-30
570151,2017-03-31,2017-04-21
570151,2017-06-30,2017-07-17
570151,2017-09-30,2017-10-19
570151,2017-12-31,2018-02-01
570151,2018-03-31,2018-04-19
570151,2018-06-30,2018-07-16
570151,2018-09-30,2018-10-19
570151,2018-12-31,2019-02-01
570151,2019-03-31,2019-04-18
570151,2019-06-30,2019-07-15
570151,2019-09-30,2019-10-18
570549,2014-12-31,2015-03-27
570549,2015-06-30,2015-08-28
570549,2017-06-30,2017-08-25
570549,2017-12-31,2018-03-23
570549,2018-06-30,2018-08-24
570549,2018-12-31,2019-03-22
570594,2017-12-31,2018-02-01
570594,2018-03-31,2018-04-25
570994,2016-12-31,2017-03-03
570994,2017-03-31,2017-05-12
570994,2017-06-30,2017-08-11
573184,2014-09-30,2014-11-17
573184,2014-12-31,2015-04-02
573184,2015-03-31,2015-05-18
573184,2015-06-30,2015-08-31
573184,2015-09-30,2015-11-17
573184,2015-12-31,2016-06-01
573563,2012-09-30,2012-11-09
573563,2013-03-31,2013-05-09
573563,2013-06-30,2013-08-09
573563,2018-03-31,2018-04-27
573563,2018-06-30,2018-08-10
573563,2018-09-30,2018-10-31
573563,2018-12-31,2019-03-07
573563,2019-03-31,2019-04-26
573563,2019-06-30,2019-08-09
573563,2019-09-30,2019-10-31
573563,2019-12-31,2020-02-28
573564,2017-03-31,2017-05-10
573564,2017-06-30,2017-08-09
573564,2017-09-30,2017-11-10
573829,2012-12-31,2013-02-28
573829,2013-03-31,2013-05-13
573829,2013-06-30,2013-07-31
573829,2013-09-30,2013-11-08
573829,2013-12-31,2014-03-03
573829,2014-03-31,2014-05-14
573829,2014-06-30,2014-08-20
573829,2014-09-30,2014-11-12
573829,2014-12-31,2015-03-02
573829,2015-03-31,2015-05-13
573829,2015-06-30,2015-08-03
573829,2015-09-30,2015-11-04
573829,2015-12-31,2016-02-26
573829,2016-03-31,2016-05-09
573829,2018-06-30,2018-07-31
573829,2018-09-30,2018-11-08
573829,2018-12-31,2019-02-28
573829,2019-03-31,2019-05-09
573829,2019-09-30,2019-11-08
573829,2019-12-31,2020-02-28
574422,2015-03-31,2015-05-18
574422,2015-12-31,2016-02-29
574422,2017-03-31,2017-05-16
574422,2017-06-30,2017-09-15
575035,2019-06-30,2019-07-25
575035,2019-09-30,2019-10-31
575035,2019-12-31,2020-01-31
576028,2017-03-31,2017-05-17
576028,2017-06-30,2017-08-18
576028,2018-03-31,2018-05-25
576028,2018-06-30,2018-08-24
576028,2018-09-30,2018-11-22
576920,2015-03-31,2015-04-24
576920,2015-06-30,2015-07-30
576920,2015-09-30,2015-10-23
576920,2015-12-31,2016-02-19
576920,2016-03-31,2016-04-22
576920,2016-06-30,2016-07-08
576920,2016-09-30,2016-10-28
576920,2016-12-31,2017-02-17
576920,2017-03-31,2017-05-03
576920,2017-06-30,2017-08-01
576920,2017-09-30,2017-10-26
576920,2017-12-31,2018-02-16
576920,2018-03-31,2018-05-15
576920,2018-06-30,2018-07-27
576920,2018-09-30,2018-10-26
576920,2018-12-31,2019-02-15
576920,2019-03-31,2019-04-19
576920,2019-06-30,2019-07-26
576920,2019-12-31,2020-02-14
577262,2016-06-30,2016-08-11
577262,2016-09-30,2016-11-11
577262,2018-03-31,2018-05-15
577262,2018-12-31,2019-03-29
577262,2019-03-31,2019-05-16
577262,2019-06-30,2019-08-15
577325,2014-09-30,2014-11-12
577325,2015-03-31,2015-05-08
577325,2015-06-30,2015-08-12
577325,2015-09-30,2015-11-11
577325,2015-12-31,2016-02-23
577325,2018-09-30,2018-11-16
577325,2019-03-31,2019-05-16
577325,2019-06-30,2019-08-15
577325,2019-09-30,2019-11-14
577325,2019-12-31,2020-03-31
578424,2012-09-30,2012-11-09
578424,2012-12-31,2013-02-22
578424,2013-03-31,2013-05-16
578424,2013-06-30,2013-08-09
578424,2013-12-31,2014-02-21
578711,2012-09-30,2012-11-14
578711,2012-12-31,2013-03-01
578711,2013-03-31,2013-05-13
578711,2013-06-30,2013-08-06
578711,2013-09-30,2013-11-11
578711,2013-12-31,2014-03-04
578711,2014-03-31,2014-04-29
578711,2014-06-30,2014-08-04
578711,2014-09-30,2014-11-18
578711,2015-03-31,2015-05-14
578711,2015-06-30,2015-08-03
578711,2015-09-30,2015-11-13
578711,2015-12-31,2016-03-01
579792,2015-12-31,2016-03-15
580510,2013-12-31,2014-03-05
580510,2014-12-31,2015-03-04
580622,2014-03-31,2014-06-24
580622,2015-09-30,2015-12-15
580622,2017-03-31,2017-06-21
580622,2017-09-30,2018-01-10
580622,2018-03-31,2018-06-21
580622,2018-09-30,2018-12-13
580622,2019-03-31,2019-06-20
580685,2015-06-30,2015-07-24
580685,2015-09-30,2015-10-23
580685,2016-03-31,2016-05-02
580685,2016-06-30,2016-08-05
580685,2018-12-31,2019-02-14
580685,2019-03-31,2019-05-09
580685,2019-06-30,2019-07-22
580685,2019-09-30,2019-10-31
580813,2013-03-31,2013-05-07
580813,2013-06-30,2013-07-23
580813,2013-12-31,2014-02-17
580813,2014-03-31,2014-05-08
580813,2014-06-30,2014-08-21
580813,2014-09-30,2014-11-13
580813,2014-12-31,2015-02-12
580813,2015-03-31,2015-05-06
580813,2015-06-30,2015-07-22
580813,2015-09-30,2015-11-05
580813,2015-12-31,2016-02-11
580813,2016-03-31,2016-07-21
580813,2016-06-30,2016-07-21
580813,2016-09-30,2017-02-10
580813,2016-12-31,2017-02-10
580813,2017-06-30,2017-08-01
580813,2017-12-31,2018-02-07
580813,2018-03-31,2018-07-19
580942,2012-12-31,2013-03-04
580942,2013-06-30,2013-08-26
580942,2013-12-31,2014-03-03
580942,2014-06-30,2014-08-21
580942,2014-12-31,2015-03-02
580942,2015-06-30,2015-08-24
580942,2015-12-31,2016-02-29
580942,2016-06-30,2016-08-22
580942,2016-12-31,2017-02-20
580942,2017-06-30,2017-08-21
580942,2017-12-31,2018-02-19
580942,2018-12-31,2019-02-14
580942,2019-06-30,2019-08-01
581006,2012-09-30,2012-10-26
581006,2012-12-31,2013-01-24
581006,2013-03-31,2013-05-07
